file,rows,columns,bytes,sha256,source
class_year_benchmark.csv,418,10,30590,f31a711a3537aadb314382b94290a10a85e5eeadfd532a52a0122b824f0004dc,MySQL
dashboard_kpis.csv,1,16,456,5e4f6be9af0b9a7fa7c20a2d0300c09981c33baabf821675dbb15c7636c31d67,MySQL
feature_importance.csv,8,6,569,49a5f71c693eacedf10179d7cb1151fc1af0e137e93cb806588aff8258127cd8,MySQL
high_emission_opportunities.csv,500,33,114491,ef49f99ba53b243cdb057ff6eeec0fac89fbb53dce08dba3bbd8653c7bfbb890,MySQL
make_year_summary.csv,1123,8,57252,5feb66c6b33171849bab8326b4145915a70b29a77e0f824853a1911c258fb46e,MySQL
model_metrics.csv,7,12,1050,170a002f212e16833e2087d77036316b22ea5c36741ed4e6b630f64a3582acef,MySQL
model_segment_errors.csv,24,12,2879,99b8ff60b2c06b7ca5f0bf92346e1ea3a336ad076db723cb3ff1f706f99e9805,MySQL
model_tuning_results.csv,4,14,589,bb3028966d09515b09d3d022639155edda85db1f5265c3efcb90d261efb62dcc,MySQL
yearly_trend.csv,29,9,2456,9f56decfc035b8c5e25b1c19dfcee534ba7d6d279e9aa7327deec16d68f54600,MySQL
