model_year,make,vehicle_records,average_co2_g_km,average_combined_l_100km,average_engine_size_l,average_peer_gap_g_km,low_to_high_emission_rank
2021,MINI,22,194.9545,8.34091,1.81818,5.6363636,4
2021,KIA,25,196.88,8.32,2.108,14.16,5
2021,MAZDA,29,198.069,8.45862,2.31034,7.5948276,6
2021,TOYOTA,49,200.1633,8.56531,2.77347,14.5612245,7
2021,SUBARU,16,213.0625,9.1,2.23125,21.46875,8
2021,VOLKSWAGEN,16,215.8125,9.225,2.05,23.078125,9
2021,NISSAN,22,219.1818,9.32727,2.81364,17.0681818,10
2021,BUICK,10,219.4,9.34,1.93,3.15,11
2021,FIAT,1,221.0,9.1,1.3,12.25,12
2021,VOLVO,13,222.2308,9.53077,2.0,22.7692308,13
2021,LEXUS,27,231.037,9.86296,3.34444,35.3888889,14
2021,ALFA ROMEO,6,237.5,10.11667,2.3,39.875,15
2021,ACURA,8,238.375,10.2,2.4875,44.3125,16
2021,CADILLAC,22,248.4091,10.51818,2.88182,45.8295455,17
2021,JAGUAR,14,250.7857,10.67143,2.92857,33.9642857,18
2021,LINCOLN,7,260.4286,11.08571,2.5,34.3214286,19
2021,AUDI,43,260.7674,11.15814,2.99767,45.1627907,20
2021,CHRYSLER,6,261.0,11.13333,3.95,57.25,21
2021,GENESIS,8,261.5,11.1,3.0375,53.1875,22
2021,JEEP,36,262.4722,11.03056,3.14167,37.0347222,23
2021,MERCEDES-BENZ,72,264.6944,11.27778,3.05556,50.7638889,24
2021,INFINITI,6,268.5,11.4,3.26667,54.2916667,25
2021,FORD,87,270.6782,12.07356,3.0023,33.9252874,26
2021,BMW,54,273.463,11.72222,3.42222,57.3703704,27
2021,PORSCHE,63,280.9524,11.96349,3.12063,35.1349206,28
2021,CHEVROLET,84,285.3333,12.12262,3.98929,36.2053571,29
2021,LAND ROVER,21,285.8571,12.0381,3.28571,32.1309524,30
2021,RAM,16,290.4375,12.125,4.3625,28.75,31
2021,GMC,61,302.2623,12.8377,4.38689,36.0696721,32
2021,ASTON MARTIN,6,311.1667,13.25,4.4,48.4166667,33
2021,MASERATI,11,312.8182,13.42727,3.29091,91.0909091,34
2021,DODGE,22,313.5455,13.38636,5.58182,107.1136364,35
2021,BENTLEY,8,338.125,14.4375,5.0,101.625,36
2021,ROLLS-ROYCE,10,390.0,16.68,6.66,187.1,37
2021,LAMBORGHINI,12,448.6667,19.23333,5.75,201.625,38
2021,BUGATTI,2,565.0,24.15,8.0,320.0,39
2022,HYUNDAI,30,188.4,7.97333,2.03,11.4166667,1
2022,HONDA,23,191.6087,8.19565,2.12609,11.2826087,2
2022,MINI,20,192.4,8.28,1.825,6.25,3
2022,MITSUBISHI,7,193.5714,8.32857,1.82857,6.9285714,4
2022,KIA,25,194.2,8.204,2.116,15.46,5
2022,MAZDA,23,198.3913,8.47826,2.28261,10.576087,6
2022,TOYOTA,51,201.0,8.59608,2.65294,9.2647059,7
2022,NISSAN,23,206.3913,8.78696,2.47826,11.5,8
2022,SUBARU,19,211.9474,9.04211,2.3,14.4736842,9
2022,VOLKSWAGEN,17,212.9412,9.08235,2.07059,25.0294118,10
2022,BUICK,9,217.2222,9.26667,1.97778,4.5,11
2022,VOLVO,12,219.4167,9.40833,2.0,16.9583333,12
2022,FIAT,1,221.0,9.1,1.3,18.5,13
2022,LEXUS,28,230.0714,9.81786,3.36429,35.6785714,14
2022,ALFA ROMEO,6,237.5,10.11667,2.3,43.75,15
2022,ACURA,8,239.375,10.225,2.4875,52.03125,16
2022,AUDI,44,252.2955,10.80682,2.91818,40.4829545,17
2022,LINCOLN,7,259.5714,11.05714,2.5,37.2142857,18
2022,CADILLAC,26,260.3077,11.05769,3.19231,62.6346154,19
2022,INFINITI,8,260.625,11.0875,3.1375,45.375,20
2022,CHRYSLER,6,261.0,11.13333,3.95,62.0,21
2022,GENESIS,9,262.8889,11.11111,3.14444,55.5,22
2022,MERCEDES-BENZ,53,264.1887,11.29623,2.83019,47.6933962,23
2022,JEEP,35,268.1714,11.26857,3.30286,42.7857143,24
2022,FORD,91,272.4396,12.01319,2.9956,38.9642857,25
2022,BMW,60,276.1167,11.85333,3.46,66.1458333,26
2022,JAGUAR,8,282.5,11.9625,4.25,48.125,27
2022,PORSCHE,77,287.3117,12.23247,3.16494,37.2662338,28
2022,RAM,16,289.25,12.06875,4.3625,27.234375,29
2022,CHEVROLET,80,294.4625,12.565,4.09125,44.90625,30
2022,LAND ROVER,18,303.0,12.88333,3.72222,31.5,31
2022,ASTON MARTIN,5,306.4,13.04,4.48,39.6,32
2022,MASERATI,13,307.3077,13.2,3.24615,87.8461538,33
2022,DODGE,21,308.7619,13.17619,5.55238,108.8095238,34
2022,GMC,54,310.5556,13.31481,4.40556,44.0,35
2022,BENTLEY,8,342.875,14.6375,5.0,107.625,36
2022,ROLLS-ROYCE,7,385.2857,16.52857,6.7,179.5,37
2022,LAMBORGHINI,8,418.875,17.9875,5.5375,170.5,38
2022,BUGATTI,3,579.3333,24.8,8.0,334.3333333,39
2023,KIA,23,192.4348,8.14348,2.13478,14.6956522,1
2023,MINI,25,193.6,8.312,1.82,8.1,2
2023,MITSUBISHI,7,193.7143,8.32857,1.82857,8.8571429,3
2023,HYUNDAI,23,193.8696,8.22174,2.1087,13.9565217,4
2023,MAZDA,21,198.0476,8.44762,2.33333,10.9761905,5
2023,HONDA,22,199.4091,8.53182,2.25,7.9090909,6
2023,TOYOTA,45,201.8667,8.63333,2.64444,10.4111111,7
2023,BUICK,6,213.5,9.1,1.9,6.75,8
2023,VOLKSWAGEN,19,215.3684,9.18421,2.03684,30.9473684,9
2023,VOLVO,12,215.5,9.23333,2.0,15.2083333,10
2023,SUBARU,17,215.7647,9.22353,2.33529,20.2794118,11
2023,NISSAN,27,218.0741,9.27778,2.67037,14.9074074,12
2023,FIAT,1,221.0,9.1,1.3,21.0,13
2023,ACURA,10,226.5,9.68,2.2,35.6,14
2023,LEXUS,24,228.0417,9.76667,3.275,37.1041667,15
2023,ALFA ROMEO,6,237.5,10.11667,2.3,45.0,16
2023,AUDI,44,255.9773,10.96364,2.99091,41.5511364,17
2023,MERCEDES-BENZ,44,259.3864,11.08864,2.79545,43.1136364,18
2023,GENESIS,9,259.6667,11.0,2.97778,57.1666667,19
2023,INFINITI,6,261.8333,11.13333,3.18333,46.4166667,20
2023,CADILLAC,26,265.1923,11.23462,3.19231,70.0192308,21
2023,CHRYSLER,7,267.5714,11.41429,4.3,74.2857143,22
2023,JAGUAR,12,268.9167,11.43333,3.83333,40.1666667,23
2023,BMW,51,273.3922,11.75882,3.3451,61.2156863,24
2023,LINCOLN,8,274.25,11.6875,2.7125,38.5,25
2023,FORD,93,276.4624,12.26882,3.12473,38.8172043,26
2023,LAND ROVER,21,279.9524,11.87143,3.05714,31.3095238,27
2023,JEEP,27,283.7037,11.87778,3.51481,52.9259259,28
2023,CHEVROLET,49,289.5918,12.46327,4.11633,42.8673469,29
2023,MASERATI,17,292.9412,12.56471,3.07059,75.5882353,30
2023,GMC,32,301.8125,13.05313,4.3,36.65625,31
2023,RAM,11,303.9091,12.81818,4.73636,35.1818182,32
2023,DODGE,22,313.7727,13.39091,5.58182,113.0227273,33
2023,ASTON MARTIN,7,314.0,13.35714,4.51429,74.6428571,34
2023,BENTLEY,9,347.4444,14.84444,4.88889,123.5,35
2023,LAMBORGHINI,6,361.0,15.5,4.8,95.5,36
2023,ROLLS-ROYCE,7,390.8571,16.75714,6.7,191.8571429,37
2023,BUGATTI,3,579.3333,24.8,8.0,316.8333333,38
